No.,Material Code,Material Description,Design Speed,Actual Speed (m/p),Actual Speed (m/s),Output (km/shift),Output (kg/shift),Factory,Machine Type
303,52000156,Cm 0.40,1860,840,14.00,315.00,2417.02,Long Thành,8 đường số 1
304,52000157,Cm 0.50,1080,660,11.00,240.90,2911.58,Long Thành,8 đường số 1
305,52000104,Cm 0.52,1080,600,10.00,219.00,2842.09,Long Thành,8 đường số 1
306,52000153,Cm 0.20,2100,1080,18.00,448.00,933.59,Long Thành,8 đường số 2
307,52000154,Cm 0.25,2100,1200,20.00,486.00,1154.58,Long Thành,8 đường số 2
308,52000154,Cm 0.25,2100,1200,20.00,474.00,1501.42,Long Thành,8 đường số 2
309,52000155,Cm 0.30,2100,1080,18.00,427.00,1504.70,Long Thành,8 đường số 2
310,52000155,Cm 0.30,2100,1080,18.00,416.00,1955.47,Long Thành,8 đường số 2
311,52000156,Cm 0.40,1860,840,14.00,323.40,1772.48,Long Thành,8 đường số 2
312,52000156,Cm 0.40,1860,840,14.00,315.00,2417.02,Long Thành,8 đường số 2
313,52000157,Cm 0.50,1080,660,11.00,240.90,2911.58,Long Thành,8 đường số 2
314,52000104,Cm 0.52,1080,600,10.00,219.00,2842.09,Long Thành,8 đường số 2
315,52000153,Cm 0.20,2100,900,15.00,373.50,603.20,Long Thành,8 đường số 3
316,52000154,Cm 0.25,2100,780,13.00,331.50,605.80,Long Thành,8 đường số 3
317,52000154,Cm 0.25,2100,780,13.00,323.70,788.72,Long Thành,8 đường số 3
318,52000699,Cm 0.254,2100,780,13.00,323.70,795.82,Long Thành,8 đường số 3
319,52000699,Cm 0.254,2100,780,13.00,323.70,928.45,Long Thành,8 đường số 3
320,52000699,Cm 0.254,2100,780,13.00,315.90,1035.52,Long Thành,8 đường số 3
321,52000155,Cm 0.30,1830,780,13.00,315.90,1028.53,Long Thành,8 đường số 3
322,52000155,Cm 0.30,1830,780,13.00,315.90,1371.37,Long Thành,8 đường số 3
323,52000156,Cm 0.40,1320,660,11.00,260.70,1558.73,Long Thành,8 đường số 3
324,52000156,Cm 0.40,1320,660,11.00,254.10,1772.48,Long Thành,8 đường số 3
325,52000156,Cm 0.40,1320,660,11.00,254.10,2025.69,Long Thành,8 đường số 3
326,52000098,Cm 0.425,1080,600,10.00,231.00,1820.18,Long Thành,8 đường số 3
327,52000099,Cm 0.45,1080,600,10.00,231.00,1814.83,Long Thành,8 đường số 3
328,52000157,Cm 0.50,1080,600,10.00,231.00,1675.15,Long Thành,8 đường số 3
329,52000157,Cm 0.50,1080,600,10.00,231.00,1954.35,Long Thành,8 đường số 3
330,52000157,Cm 0.50,1080,600,10.00,213.00,2175.53,Long Thành,8 đường số 3
331,52000104,Cm 0.52,840,600,10.00,219.00,2043.97,Long Thành,8 đường số 3
332,52000106,Cm 0.67,390,348,5.80,130.50,2074.01,Long Thành,8 đường số 3
333,52000153,Cm 0.20,2100,900,15.00,373.50,754.00,Long Thành,8 đường số 1-niehoff
334,52000154,Cm 0.25,2100,780,13.00,331.50,787.53,Long Thành,8 đường số 1-niehoff
335,52000154,Cm 0.25,2100,780,13.00,323.70,1025.34,Long Thành,8 đường số 1-niehoff
336,52000699,Cm 0.254,2100,840,14.00,348.60,928.45,Long Thành,8 đường số 1-niehoff
337,52000699,Cm 0.254,2100,840,14.00,348.60,1083.20,Long Thành,8 đường số 1-niehoff
338,52000699,Cm 0.254,2100,840,14.00,340.20,1208.11,Long Thành,8 đường số 1-niehoff
339,52000155,Cm 0.30,1830,900,15.00,364.50,1285.66,Long Thành,8 đường số 1-niehoff
340,52000155,Cm 0.30,1830,900,15.00,364.50,1678.93,Long Thành,8 đường số 1-niehoff
341,52000156,Cm 0.40,1320,780,13.00,308.10,2026.35,Long Thành,8 đường số 1-niehoff
342,52000156,Cm 0.40,1320,780,13.00,300.30,2304.22,Long Thành,8 đường số 1-niehoff
343,52000156,Cm 0.40,1320,780,13.00,300.30,2633.40,Long Thành,8 đường số 1-niehoff
344,52000098,Cm 0.425,1080,720,12.00,277.20,2426.91,Long Thành,8 đường số 1-niehoff
345,52000099,Cm  0.45,1080,720,12.00,277.20,2710.11,Long Thành,8 đường số 1-niehoff
346,52000157,Cm 0.50,1080,660,11.00,254.10,2632.39,Long Thành,8 đường số 1-niehoff
347,52000157,Cm 0.50,1080,660,11.00,254.10,3071.12,Long Thành,8 đường số 1-niehoff
348,52000157,Cm 0.50,1080,660,11.00,234.30,3236.35,Long Thành,8 đường số 1-niehoff
349,52000104,Cm 0.52,840,600,10.00,219.00,2842.09,Long Thành,8 đường số 1-niehoff
350,52000105,Cm 0.60,390,420,7.00,157.50,2338.55,Long Thành,8 đường số 1-niehoff
351,52000106,Cm 0.67,390,348,5.80,130.50,2398.60,Long Thành,8 đường số 1-niehoff
352,52000153,Cm 0.20,1500,1080,18.00,448.20,904.79,Long Thành,12 đường
353,52000153,Cm 0.20,1500,1080,18.00,437.40,1324.49,Long Thành,12 đường
354,52000154,Cm 0.25,1500,900,15.00,364.50,1455.37,Long Thành,12 đường
355,52000699,Cm 0.254,1500,900,15.00,355.50,1578.05,Long Thành,12 đường
356,52000699,Cm 0.254,1500,900,15.00,355.50,1735.86,Long Thành,12 đường
357,52000699,Cm 0.254,1500,900,15.00,355.50,1893.66,Long Thành,12 đường
358,52000155,Cm 0.30,1500,840,14.00,331.80,1528.31,Long Thành,12 đường
359,52000155,Cm 0.30,1500,840,14.00,331.80,1910.39,Long Thành,12 đường
360,52000156,Cm 0.40,1500,660,11.00,260.70,2843.26,Long Thành,12 đường
361,52000156,Cm 0.40,1500,660,11.00,240.90,2890.04,Long Thành,12 đường
362,52000156,Cm 0.40,1500,660,11.00,240.90,3152.78,Long Thành,12 đường
363,52000157,Cm 0.50,1500,480,8.00,175.20,3025.02,Long Thành,12 đường
364,52000157,Cm 0.50,1500,480,8.00,170.40,3236.35,Long Thành,12 đường
365,52000157,Cm 0.50,1500,480,8.00,170.40,3530.57,Long Thành,12 đường
366,52000106,Cm 0.67,1500,360,6.00,131.00,2817.60,Long Thành,12 đường
367,52000115,Cm 1.35,1200,960,16.00,403.20,5060.71,Long Thành,KÉO HENRICH
368,52000055,Cc 1.35,1200,840,14.00,352.80,4494.45,Long Thành,KÉO HENRICH
369,52000117,Cm 1.40,1200,960,16.00,403.20,5492.53,Long Thành,KÉO HENRICH
370,52000057,Cc 1.40,1200,840,14.00,352.80,4819.74,Long Thành,KÉO HENRICH
371,52000121,Cm 1.70,1200,840,14.00,352.80,7127.01,Long Thành,KÉO HENRICH
372,52000061,Cc 1.70,1200,780,13.00,327.60,6617.94,Long Thành,KÉO HENRICH
373,52000123,Cm 1.78,1200,840,14.00,352.80,7813.57,Long Thành,KÉO HENRICH
374,52000124,Cm 1.80 TG,1200,900,15.00,378.00,8560.87,Long Thành,KÉO HENRICH
375,52000125,Cm 1.85,1200,840,14.00,352.80,8440.20,Long Thành,KÉO HENRICH
376,52000127,Cm 2.03,1200,780,13.00,327.60,9436.63,Long Thành,KÉO HENRICH
377,52000128,Cm 2.10,1200,780,13.00,304.20,9377.32,Long Thành,KÉO HENRICH
378,52000129,Cm 2.14,1200,780,13.00,304.20,9737.95,Long Thành,KÉO HENRICH
379,52000070,Cc 2.14,1200,720,12.00,280.80,8988.88,Long Thành,KÉO HENRICH
380,52000130,Cm 2.22,1200,720,12.00,280.80,9673.51,Long Thành,KÉO HENRICH
381,52000134,Cm 2.33,1200,660,11.00,257.40,9767.90,Long Thành,KÉO HENRICH
382,52000138,Cm 2.52,1200,600,10.00,234.00,10387.18,Long Thành,KÉO HENRICH
383,52000003,Cc 2.52,1200,540,9.00,210.60,9311.41,Long Thành,KÉO HENRICH
384,52000139,Cm 2.60,1200,540,9.00,226.80,10716.94,Long Thành,KÉO HENRICH
385,52000140,Cm 2.63,1200,540,9.00,210.60,10166.93,Long Thành,KÉO HENRICH
386,52000148,Cm 2.93,1200,420,7.00,163.80,9829.47,Long Thành,KÉO HENRICH
387,52000150,Cm 3.00,1200,420,7.00,163.80,10304.75,Long Thành,KÉO HENRICH
388,52000010,Cc 3.05,1200,540,9.00,226.80,14747.68,Long Thành,KÉO HENRICH
389,52000161,Cm 3.25,1200,420,7.00,163.80,12075.17,Long Thành,KÉO HENRICH
390,52000130,Cm 2.22,444,444,7.40,180.26,6210.00,Tân Á,LHD 450
391,52000132,Cm 2.25,486,486,8.10,196.96,6970.00,Tân Á,LHD 450
392,52000133,Cm 2.30,420,420,7.00,170.37,6300.00,Tân Á,LHD 450
393,52000134,Cm 2.33,450,450,7.50,182.09,6910.00,Tân Á,LHD 450
394,52000138,Cm 2.52,318,318,5.30,128.63,5710.00,Tân Á,LHD 450
395,52000139,Cm 2.60,462,462,7.70,167.08,7895.00,Tân Á,LHD 450
396,52000140,Cm 2.63,462,462,7.70,187.59,9070.00,Tân Á,LHD 450
397,52000142,Cm 2.70,426,426,7.10,177.99,9070.00,Tân Á,LHD 450
398,52000144,Cm 2.80,396,396,6.60,162.59,8910.00,Tân Á,LHD 450
399,52000145,Cm 2.85,396,396,6.60,161.33,9160.00,Tân Á,LHD 450
400,52000146,Cm 2.88,396,396,6.60,160.15,9285.00,Tân Á,LHD 450
401,52000147,Cm 2.90,390,390,6.50,157.49,9258.00,Tân Á,LHD 450
402,52000148,Cm 2.93,408,408,6.80,164.48,9870.00,Tân Á,LHD 450
403,52000150,Cm 3.00,384,384,6.40,156.89,9870.00,Tân Á,LHD 450
404,52000159,Cm 3.15,360,360,6.00,102.51,7110.00,Tân Á,LHD 450
405,52000161,Cm 3.25,252,252,4.20,98.13,7245.00,Tân Á,LHD 450
406,52000165,Cm 3.35,240,240,4.00,88.72,6960.00,Tân Á,LHD 450
407,52000166,Cm 3.40,234,234,3.90,81.86,6615.00,Tân Á,LHD 450
408,52000178,Cm 3.90,174,174,2.90,60.76,6460.00,Tân Á,LHD 450
409,52000619,Cm 2.84,420,420,7.00,161.59,9110.00,Tân Á,LHD 450
410,52000053,Cc 1.20,1800,450,7.50,189.00,1886.59,long thành,WG17-1
411,52000108,Cm 0.85,1800,700,11.67,294.00,1467.38,long thành,WG17-3
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
